"Contract ID","Plan ID","Organization Type","Plan Type","Offers Part D","SNP Plan","EGHP","Organization Name","Organization Marketing Name","Plan Name","Parent Organization","Contract Effective Date"
"H2672","018","Local CCP","HMO/HMOPOS","Yes","No","No","COVENTRY HEALTH CARE OF KANSAS, INC.","Coventry Health Care","Advantra Select Plus (HMO)","Aetna Inc.",05/01/1999 0:00:00
"H2672","801","Local CCP","HMO/HMOPOS","Yes","No","Yes","COVENTRY HEALTH CARE OF KANSAS, INC.","Coventry Health Care","Advantra Employer Group (HMO)","Aetna Inc.",05/01/1999 0:00:00
"H2672","802","Local CCP","HMO/HMOPOS","Yes","No","Yes","COVENTRY HEALTH CARE OF KANSAS, INC.","Coventry Health Care","Advantra Employer Group (HMO)","Aetna Inc.",05/01/1999 0:00:00
"H2672","803","Local CCP","HMO/HMOPOS","No","No","Yes","COVENTRY HEALTH CARE OF KANSAS, INC.","Coventry Health Care","Advantra Employer Group (HMO)","Aetna Inc.",05/01/1999 0:00:00
"H2676","001","Local CCP","Local PPO","Yes","No","No","HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.","Cigna-HealthSpring","Cigna-HealthSpring Preferred (PPO)","CIGNA",01/01/2013 0:00:00
"H2701","003","Local CCP","Local PPO","Yes","No","No","NEW WEST HEALTH SERVICES","New West Health Services","New West Medicare Value (PPO)","New West Health Services",06/01/2005 0:00:00
"H2701","006","Local CCP","Local PPO","Yes","No","No","NEW WEST HEALTH SERVICES","New West Health Services","New West Medicare Basic (PPO)","New West Health Services",06/01/2005 0:00:00
"H2701","806","Local CCP","Local PPO","Yes","No","Yes","NEW WEST HEALTH SERVICES","New West Health Services","New West Medicare Group Plus (PPO)","New West Health Services",06/01/2005 0:00:00
"H2701","807","Local CCP","Local PPO","Yes","No","Yes","NEW WEST HEALTH SERVICES","New West Health Services","New West Medicare Group Plus (PPO)","New West Health Services",06/01/2005 0:00:00
"H2751","002","Demo","Medicare-Medicaid Plan HMO/HMOPOS","Yes","No","No","WELLCARE OF NEW YORK, INC.","WellCare","WellCare Advocate Complete FIDA (Medicare-Medicaid Plan)","WellCare Health Plans, Inc.",01/01/2015 0:00:00
"H2758","002","Local CCP","HMO/HMOPOS","Yes","No","No","BEHEALTHY AMERICA, INC.","BeHealthy America, Inc.","BeHealthy America (HMO)","BHSA Investors, LLC",01/01/2014 0:00:00
"H2773","003","Local CCP","HMO/HMOPOS","Yes","Yes","No","QUALITY HEALTH PLANS OF NEW YORK, INC.","QUALITY HEALTH PLANS","Advantage Health NY - SNP (HMO SNP)","QHP Financial Group, Inc.",01/01/2010 0:00:00
"H2773","013","Local CCP","HMO/HMOPOS","Yes","No","No","QUALITY HEALTH PLANS OF NEW YORK, INC.","QUALITY HEALTH PLANS","Advantage Silver - Queens (HMO)","QHP Financial Group, Inc.",01/01/2010 0:00:00
"H2773","015","Local CCP","HMO/HMOPOS","Yes","No","No","QUALITY HEALTH PLANS OF NEW YORK, INC.","QUALITY HEALTH PLANS","Advantage Platinum Plus NY (HMO)","QHP Financial Group, Inc.",01/01/2010 0:00:00
"H2773","017","Local CCP","HMO/HMOPOS","Yes","Yes","No","QUALITY HEALTH PLANS OF NEW YORK, INC.","QUALITY HEALTH PLANS","Advantage Health NYC - SNP (HMO SNP)","QHP Financial Group, Inc.",01/01/2010 0:00:00
"H2773","018","Local CCP","HMO/HMOPOS","Yes","Yes","No","QUALITY HEALTH PLANS OF NEW YORK, INC.","QUALITY HEALTH PLANS","Advantage Value One NY - Dual (HMO SNP)","QHP Financial Group, Inc.",01/01/2010 0:00:00
"H2773","019","Local CCP","HMO/HMOPOS","Yes","No","No","QUALITY HEALTH PLANS OF NEW YORK, INC.","QUALITY HEALTH PLANS","Advantage Silver - NY (HMO)","QHP Financial Group, Inc.",01/01/2010 0:00:00
"H2775","082","Local CCP","Local PPO","Yes","No","No","AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY","Universal American Corp.","Today's Options Advantage Plus 150A (PPO)","Universal American Corp.",01/01/2009 0:00:00
"H2775","083","Local CCP","Local PPO","Yes","No","No","AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY","Universal American Corp.","Today's Options Advantage Plus 150A (PPO)","Universal American Corp.",01/01/2009 0:00:00
"H2775","088","Local CCP","Local PPO","Yes","No","No","AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY","Universal American Corp.","Today's Options Advantage Plus 350B (PPO)","Universal American Corp.",01/01/2009 0:00:00
"H2775","089","Local CCP","Local PPO","Yes","No","No","AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY","Universal American Corp.","Today's Options Advantage Plus 350B (PPO)","Universal American Corp.",01/01/2009 0:00:00
"H2775","095","Local CCP","Local PPO","No","No","No","AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY","Universal American Corp.","Today's Options Advantage 200 (PPO)","Universal American Corp.",01/01/2009 0:00:00
"H2775","801","Local CCP","Local PPO","No","No","Yes","AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY","Universal American Corp.","Today's Options PPO - MA Group Plan (PPO)","Universal American Corp.",01/01/2009 0:00:00
"H2775","802","Local CCP","Local PPO","Yes","No","Yes","AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY","Universal American Corp.","Today's Options PPO - MAPD Group Plan (PPO)","Universal American Corp.",01/01/2009 0:00:00
"H2775","803","Local CCP","Local PPO","Yes","No","Yes","AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY","Universal American Corp.","Today's Options PPO - MAPD Group Plan - NCY (PPO)","Universal American Corp.",01/01/2009 0:00:00
"H2792","001","MSA","MSA","No","No","No","GEISINGER QUALITY OPTIONS, INC.","Geisinger Gold","Geisinger Gold Reserve 100 (MSA)","Geisinger Health System",01/01/2013 0:00:00
"H2792","801","MSA","MSA","No","No","Yes","GEISINGER QUALITY OPTIONS, INC.","Geisinger Gold","Geisinger Gold Reserve 100 (Employer Group) (MSA)","Geisinger Health System",01/01/2013 0:00:00
"H2802","001","Local CCP","HMO/HMOPOS","Yes","No","No","UNITEDHEALTHCARE OF THE MIDLANDS, INC.","UnitedHealthcare","AARP MedicareComplete (HMO)","UnitedHealth Group, Inc.",10/01/1985 0:00:00
"H2810","001","Local CCP","Local PPO","Yes","No","No","GROUP HEALTH OPTIONS","Group Health Options, Inc.","Group Health Options Inc. Prestige (PPO)","Group Health Cooperative",01/01/2010 0:00:00
"H2815","001","National PACE","National PACE","Yes","No","No","VOLUNTEERS OF AMERICA NATIONAL SERVICES","Senior CommUnity Care of Colorado","Senior CommUnity Care of Colorado (PACE)","Volunteers of America National Services",08/01/2008 0:00:00
"H2815","002","National PACE","National PACE","Yes","No","No","VOLUNTEERS OF AMERICA NATIONAL SERVICES","Senior CommUnity Care of Colorado","Senior CommUnity Care of Colorado (PACE)","Volunteers of America National Services",08/01/2008 0:00:00
"H2816","001","PFFS","PFFS","No","No","No","AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY","Universal American Corp.","Today's Options Premier 100 (PFFS)","Universal American Corp.",01/01/2011 0:00:00
"H2816","002","PFFS","PFFS","No","No","No","AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY","Universal American Corp.","Today's Options Premier 100 (PFFS)","Universal American Corp.",01/01/2011 0:00:00
"H2816","007","PFFS","PFFS","No","No","No","AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY","Universal American Corp.","Today's Options Premier 200 (PFFS)","Universal American Corp.",01/01/2011 0:00:00
"H2816","008","PFFS","PFFS","No","No","No","AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY","Universal American Corp.","Today's Options Premier 200 (PFFS)","Universal American Corp.",01/01/2011 0:00:00
"H2816","013","PFFS","PFFS","Yes","No","No","AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY","Universal American Corp.","Today's Options Premier Plus 150A (PFFS)","Universal American Corp.",01/01/2011 0:00:00
"H2816","019","PFFS","PFFS","Yes","No","No","AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY","Universal American Corp.","Today's Options Premier Plus 350B (PFFS)","Universal American Corp.",01/01/2011 0:00:00
"H2816","021","PFFS","PFFS","Yes","No","No","AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY","Universal American Corp.","Today's Options Premier Plus 350B (PFFS)","Universal American Corp.",01/01/2011 0:00:00
"H2816","027","PFFS","PFFS","Yes","No","No","AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY","Universal American Corp.","Today's Options Premier Plus 150A (PFFS)","Universal American Corp.",01/01/2011 0:00:00
"H2816","801","PFFS","PFFS","No","No","Yes","AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY","Universal American Corp.","Today's Options PFFS - MA Group Plan (PFFS)","Universal American Corp.",01/01/2011 0:00:00
"H2816","802","PFFS","PFFS","Yes","No","Yes","AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY","Universal American Corp.","Today's Options PFFS - MAPD Group Plan (PFFS)","Universal American Corp.",01/01/2011 0:00:00
"H2816","803","PFFS","PFFS","Yes","No","Yes","AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY","Universal American Corp.","Today's Options PFFS - MAPD Group Plan - NCY (PFFS)","Universal American Corp.",01/01/2011 0:00:00
"H2836","004","Local CCP","Local PPO","Yes","No","No","ANTHEM HEALTH PLANS, INC.","Anthem Blue Cross and Blue Shield","Anthem MediBlue Preferred Standard (PPO)","Anthem Inc.",01/01/2012 0:00:00
"H2836","801","Local CCP","Local PPO","Yes","No","Yes","ANTHEM HEALTH PLANS, INC.","Anthem Blue Cross and Blue Shield","Anthem MediBlue Preferred (PPO)","Anthem Inc.",01/01/2012 0:00:00
"H2836","802","Local CCP","Local PPO","No","No","Yes","ANTHEM HEALTH PLANS, INC.","Anthem Blue Cross and Blue Shield","Anthem MediBlue Preferred (PPO)","Anthem Inc.",01/01/2012 0:00:00
"H2836","803","Local CCP","Local PPO","Yes","No","Yes","ANTHEM HEALTH PLANS, INC.","Anthem Blue Cross and Blue Shield","Anthem MediBlue Preferred (PPO)","Anthem Inc.",01/01/2012 0:00:00
"H2879","001","Local CCP","HMO/HMOPOS","Yes","Yes","No","MOLINA HEALTHCARE OF WISCONSIN","Molina Healthcare of Wisconsin","Molina Medicare Options Plus (HMO SNP)","Molina Healthcare, Inc.,",01/01/2014 0:00:00
"H2905","001","Local CCP","Local PPO","Yes","No","No","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Sierra Health and Life Insurance Company, Inc.","Sierra Spectrum (PPO)","UnitedHealth Group, Inc.",08/01/2005 0:00:00
"H2906","003","Local CCP","Local PPO","Yes","No","No","HOMETOWN HEALTH PLAN, INC.","Senior Care Plus","Senior Care Plus: Freedom Rx Premier Plan (PPO)","Renown Health",07/01/2005 0:00:00
"H2906","005","Local CCP","Local PPO","Yes","No","No","HOMETOWN HEALTH PLAN, INC.","Senior Care Plus","Senior Care Plus: Freedom Rx Select Plan (PPO)","Renown Health",07/01/2005 0:00:00
"H2906","006","Local CCP","Local PPO","Yes","No","No","HOMETOWN HEALTH PLAN, INC.","Senior Care Plus","Senior Care Plus: Freedom Rx Enhanced Plan (PPO)","Renown Health",07/01/2005 0:00:00
"H2906","007","Local CCP","Local PPO","Yes","No","No","HOMETOWN HEALTH PLAN, INC.","Senior Care Plus","Senior Care Plus: Freedom Rx Plan (PPO)","Renown Health",07/01/2005 0:00:00
"H2906","008","Local CCP","Local PPO","No","No","No","HOMETOWN HEALTH PLAN, INC.","Senior Care Plus","Senior Care Plus: Freedom Basic Plan (PPO)","Renown Health",07/01/2005 0:00:00
"H2906","801","Local CCP","Local PPO","Yes","No","Yes","HOMETOWN HEALTH PLAN, INC.","Senior Care Plus","Senior Care Plus: Freedom Group (PPO)","Renown Health",07/01/2005 0:00:00
"H2926","001","Local CCP","HMO/HMOPOS","Yes","Yes","No","PRIMEWEST CTRL COUNTY-BASED PURCHASING INTIATIVE","PrimeWest Health","Prime Health Complete (HMO SNP)","PrimeWest Central County-Based Purchasing Initiati",01/01/2008 0:00:00
"H2931","002","Local CCP","HMO/HMOPOS","Yes","No","No","HEALTH PLAN OF NEVADA, INC.","Health Plan of Nevada, Inc.","Senior Dimensions Southern Nevada (HMO)","UnitedHealth Group, Inc.",06/01/1985 0:00:00
"H2931","004","Local CCP","HMO/HMOPOS","Yes","No","No","HEALTH PLAN OF NEVADA, INC.","Health Plan of Nevada, Inc.","Senior Dimensions Greater Nevada (HMO)","UnitedHealth Group, Inc.",06/01/1985 0:00:00
"H2931","801","Local CCP","HMO/HMOPOS","Yes","No","Yes","HEALTH PLAN OF NEVADA, INC.","Health Plan of Nevada, Inc.","Basic Group (with Drug) Coverage (HMO)","UnitedHealth Group, Inc.",06/01/1985 0:00:00
"H2931","803","Local CCP","HMO/HMOPOS","No","No","Yes","HEALTH PLAN OF NEVADA, INC.","Health Plan of Nevada, Inc.","Basic Group MA Only Coverage (HMO)","UnitedHealth Group, Inc.",06/01/1985 0:00:00
"H2931","804","Local CCP","HMO/HMOPOS","Yes","No","Yes","HEALTH PLAN OF NEVADA, INC.","Health Plan of Nevada, Inc.","(NCY) Basic Group (With Drug) Coverage (HMO)","UnitedHealth Group, Inc.",06/01/1985 0:00:00
"H2936","001","National PACE","National PACE","Yes","No","No","LIFECIRCLES","LIFECIRCLES","LifeCircles (PACE)","LifeCircles",02/01/2009 0:00:00
"H2936","002","National PACE","National PACE","Yes","No","No","LIFECIRCLES","LIFECIRCLES","002 - Medicare Only (PACE)","LifeCircles",02/01/2009 0:00:00
"H2937","001","National PACE","National PACE","Yes","No","No","SENIOR LIFE GREENSBURG, INC.","Westmoreland county PACE","Senior LIFE Greensburg Dual Eligible (PACE)","Senior LIFE Greensburg, Inc.",02/01/2013 0:00:00
"H2937","002","National PACE","National PACE","Yes","No","No","SENIOR LIFE GREENSBURG, INC.","Westmoreland county PACE","Senior LIFE Greensburg MC Only (PACE)","Senior LIFE Greensburg, Inc.",02/01/2013 0:00:00
"H2941","001","National PACE","National PACE","Yes","No","No","SENTARA LIFE CARE CORPORATION, INC","Sentara PACE","Sentara Senior Community Care Dual (PACE)","Sentara Health Care (SHC)",11/01/2007 0:00:00
"H2941","002","National PACE","National PACE","Yes","No","No","SENTARA LIFE CARE CORPORATION, INC","Sentara PACE","Sentara Senior Community Care Private (PACE)","Sentara Health Care (SHC)",11/01/2007 0:00:00
"H2944","004","PFFS","PFFS","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Gold Choice H2944-004 (PFFS)","Humana Inc.",01/01/2010 0:00:00
"H2944","013","PFFS","PFFS","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Gold Choice H2944-013 (PFFS)","Humana Inc.",01/01/2010 0:00:00
"H2944","041","PFFS","PFFS","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Gold Choice H2944-041 (PFFS)","Humana Inc.",01/01/2010 0:00:00
"H2944","052","PFFS","PFFS","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Gold Choice H2944-052 (PFFS)","Humana Inc.",01/01/2010 0:00:00
"H2944","078","PFFS","PFFS","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Gold Choice H2944-078 (PFFS)","Humana Inc.",01/01/2010 0:00:00
"H2944","085","PFFS","PFFS","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Gold Choice H2944-085 (PFFS)","Humana Inc.",01/01/2010 0:00:00
"H2944","114","PFFS","PFFS","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Gold Choice H2944-114 (PFFS)","Humana Inc.",01/01/2010 0:00:00
"H2944","124","PFFS","PFFS","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Gold Choice H2944-124 (PFFS)","Humana Inc.",01/01/2010 0:00:00
"H2944","127","PFFS","PFFS","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Gold Choice H2944-127 (PFFS)","Humana Inc.",01/01/2010 0:00:00
"H2944","133","PFFS","PFFS","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Gold Choice H2944-133 (PFFS)","Humana Inc.",01/01/2010 0:00:00
"H2944","197","PFFS","PFFS","No","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Gold Choice H2944-197 (PFFS)","Humana Inc.",01/01/2010 0:00:00
"H2949","012","Local CCP","HMO/HMOPOS","Yes","No","No","HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.","Humana Gold Plus H2949-012 (HMO)","Humana Inc.",10/01/1992 0:00:00
"H2949","013","Local CCP","HMO/HMOPOS","Yes","Yes","No","HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.","Humana Gold Plus - Diabetes and Heart (HMO SNP)","Humana Inc.",10/01/1992 0:00:00
"H2949","014","Local CCP","HMO/HMOPOS","Yes","Yes","No","HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.","Humana Gold Plus SNP-CLD H2949-014 (HMO SNP)","Humana Inc.",10/01/1992 0:00:00
"H2949","018","Local CCP","HMO/HMOPOS","Yes","Yes","No","HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.","Humana Kidney Care (HMO SNP)","Humana Inc.",10/01/1992 0:00:00
"H2949","805","Local CCP","HMO/HMOPOS","Yes","No","Yes","HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.","Humana Medicare Employer (HMO)","Humana Inc.",10/01/1992 0:00:00
"H2949","807","Local CCP","HMO/HMOPOS","No","No","Yes","HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.","Humana Medicare Employer (HMO)","Humana Inc.",10/01/1992 0:00:00
"H2960","004","Local CCP","HMO/HMOPOS","Yes","No","No","HOMETOWN HEALTH PLAN, INC.","Senior Care Plus","Senior Care Plus: Value Rx Enhanced Plan (HMO)","Renown Health",10/01/1995 0:00:00
"H2960","009","Local CCP","HMO/HMOPOS","No","No","No","HOMETOWN HEALTH PLAN, INC.","Senior Care Plus","Senior Care Plus: Value Basic Plan (HMO)","Renown Health",10/01/1995 0:00:00
"H2960","010","Local CCP","HMO/HMOPOS","Yes","No","No","HOMETOWN HEALTH PLAN, INC.","Senior Care Plus","Senior Care Plus: Value Rx Premier Plan (HMO)","Renown Health",10/01/1995 0:00:00
"H2960","012","Local CCP","HMO/HMOPOS","Yes","No","No","HOMETOWN HEALTH PLAN, INC.","Senior Care Plus","Senior Care Plus: Value Rx Plan (HMO)","Renown Health",10/01/1995 0:00:00
"H2960","018","Local CCP","HMO/HMOPOS","Yes","No","No","HOMETOWN HEALTH PLAN, INC.","Senior Care Plus","Senior Care Plus: Value Rx Select (HMO)","Renown Health",10/01/1995 0:00:00
"H2960","803","Local CCP","HMO/HMOPOS","Yes","No","Yes","HOMETOWN HEALTH PLAN, INC.","Senior Care Plus","Senior Care Plus: Value Group Plan (HMO)","Renown Health",10/01/1995 0:00:00
"H2962","001","Local CCP","HMO/HMOPOS","Yes","No","No","ULTIMATE HEALTH PLANS, INC.","Ultimate Health Plans","Ultimate Premier (HMO)","ULTIMATE HEALTH PLAN, INC.",01/01/2013 0:00:00
"H2962","002","Local CCP","HMO/HMOPOS","Yes","No","No","ULTIMATE HEALTH PLANS, INC.","Ultimate Health Plans","Ultimate Premier Plus (HMO)","ULTIMATE HEALTH PLAN, INC.",01/01/2013 0:00:00
"H2962","003","Local CCP","HMO/HMOPOS","Yes","No","No","ULTIMATE HEALTH PLANS, INC.","Ultimate Health Plans","Ultimate Elite (HMO)","ULTIMATE HEALTH PLAN, INC.",01/01/2013 0:00:00
"H2962","004","Local CCP","HMO/HMOPOS","Yes","No","No","ULTIMATE HEALTH PLANS, INC.","Ultimate Health Plans","Ultimate Elite Plus (HMO)","ULTIMATE HEALTH PLAN, INC.",01/01/2013 0:00:00
"H2968","001","Local CCP","Local PPO","Yes","No","No","MEMORIAL HERMANN HEALTH PLAN","Memorial Hermann Health Insurance Company","Memorial Hermann Advantage (PPO)","Memorial Hermann Healthcare System",01/01/2015 0:00:00
"H2968","801","Local CCP","Local PPO","Yes","No","Yes","MEMORIAL HERMANN HEALTH PLAN","Memorial Hermann Health Insurance Company","Memorial Hermann Advantage (PPO)","Memorial Hermann Healthcare System",01/01/2015 0:00:00
"H2968","802","Local CCP","Local PPO","Yes","No","Yes","MEMORIAL HERMANN HEALTH PLAN","Memorial Hermann Health Insurance Company","Memorial Hermann Advantage (PPO)","Memorial Hermann Healthcare System",01/01/2015 0:00:00
"H2968","803","Local CCP","Local PPO","No","No","Yes","MEMORIAL HERMANN HEALTH PLAN","Memorial Hermann Health Insurance Company","Memorial Hermann Advantage (PPO)","Memorial Hermann Healthcare System",01/01/2015 0:00:00
"H2986","001","Local CCP","HMO/HMOPOS","Yes","No","No","UNIVERSITY HEALTHCARE ADVANTAGE","University Health Care Advantage","University Health Care Advantage (HMO)","Stanford Hospital and Clinics",01/01/2015 0:00:00
"H2992","001","National PACE","National PACE","Yes","No","No","SENIORLIFE WASHINGTON, INC.","Senior LIFE Washington / Uniontown / Green","Senior Life Washington Dual Eligible (PACE)","SeniorLife Washington, Inc.",05/01/2011 0:00:00
"H2992","002","National PACE","National PACE","Yes","No","No","SENIORLIFE WASHINGTON, INC.","Senior LIFE Washington / Uniontown / Green","Senior Life Washington Medicare Only (PACE)","SeniorLife Washington, Inc.",05/01/2011 0:00:00
"H2992","003","National PACE","National PACE","Yes","No","No","SENIORLIFE WASHINGTON, INC.","Senior LIFE Washington / Uniontown / Green","Senior LIFE Uniontown Dual Eligible (PACE)","SeniorLife Washington, Inc.",05/01/2011 0:00:00
"H2992","004","National PACE","National PACE","Yes","No","No","SENIORLIFE WASHINGTON, INC.","Senior LIFE Washington / Uniontown / Green","Senior Life Uniontown Medicare Only (PACE)","SeniorLife Washington, Inc.",05/01/2011 0:00:00
"H3018","001","Demo","Medicare-Medicaid Plan HMO/HMOPOS","Yes","No","No","CENTERS PLAN FOR HEALTHY LIVING, LLC","Centers Plan for Healthy Living","FIDA Care Complete (Medicare-Medicaid Plan)","Centers Plan for Healthy Living, LLC",01/01/2015 0:00:00
"H3054","001","Local CCP","HMO/HMOPOS","Yes","Yes","No","CONSTELLATION HEALTH, LLC.","Constellation Health","Genesis - Constellation Health (HMO SNP)","Constellation Health, LLC.",01/01/2014 0:00:00
"H3060","001","National PACE","National PACE","Yes","No","No","VIECARE BUTLER, LLC","LIFE Butler County","VIECARE BUTLER LLC DBA LIFE BUTLER COUNTY (PACE)","Lutheran SeniorLife",09/01/2013 0:00:00
